Boys Participation,Boys School,Sheet Swap,Girls Participation,Girls School,Sport,State,Year
0,0,Boys,6767,345,Volleyball,TN,2017/2018
0,0,Boys,0,0,Water Polo,TN,2017/2018
0,0,Boys,0,0,Weight Lifting,TN,2017/2018
3775,188,Boys,313,82,Wrestling,TN,2017/2018
0,0,Boys,0,0,sailing,TN,2017/2018
0,0,Boys,0,0,Adapted Basketball,TX,2017/2018
0,0,Boys,0,0,Adapted Bocce - Indoor,TX,2017/2018
0,0,Boys,0,0,Adapted Bowling,TX,2017/2018
0,0,Boys,0,0,Adapted Floor Hockey,TX,2017/2018
0,0,Boys,0,0,Adapted Soccer,TX,2017/2018
0,0,Boys,0,0,Adapted Softball,TX,2017/2018
24,27,Boys,10,10,Adapted Track,TX,2017/2018
0,0,Boys,0,0,Adapted Volleyball,TX,2017/2018
0,0,Boys,0,0,Adaptive Corn Toss,TX,2017/2018
0,0,Boys,0,0,Adaptive Golf,TX,2017/2018
0,0,Boys,0,0,Adaptive Handball,TX,2017/2018
0,0,Boys,0,0,Adaptive Strength Training,TX,2017/2018
0,0,Boys,0,0,Adaptive Tennis,TX,2017/2018
0,0,Boys,0,0,Air Riflery,TX,2017/2018
0,0,Boys,0,0,Archery,TX,2017/2018
0,0,Boys,0,0,Badminton,TX,2017/2018
48706,1276,Boys,464,43,Baseball,TX,2017/2018
65977,1523,Boys,53900,1497,Basketball,TX,2017/2018
0,0,Boys,0,0,Bass Fishing,TX,2017/2018
0,0,Boys,0,0,Beach Volleyball,TX,2017/2018
0,0,Boys,0,0,Bocce - Outdoor,TX,2017/2018
0,0,Boys,0,0,Bowling,TX,2017/2018
0,0,Boys,0,0,Canoe Paddling,TX,2017/2018
0,0,Boys,28381,1373,Competitive Spirit Squad,TX,2017/2018
0,0,Boys,0,0,Crew,TX,2017/2018
24301,1457,Boys,23031,1455,Cross Country,TX,2017/2018
0,0,Boys,0,0,Cycling,TX,2017/2018
0,0,Boys,0,0,DANCE,TX,2017/2018
0,0,Boys,0,0,"Dance Team, High Kick",TX,2017/2018
0,0,Boys,0,0,"Dance Team, Jazz",TX,2017/2018
0,0,Boys,0,0,Dance/Drill,TX,2017/2018
0,0,Boys,0,0,Decathlon,TX,2017/2018
0,0,Boys,0,0,Drill Team,TX,2017/2018
0,0,Boys,0,0,Equestrian,TX,2017/2018
0,0,Boys,0,0,Fencing,TX,2017/2018
0,0,Boys,0,0,Field Hockey,TX,2017/2018
0,0,Boys,0,0,Figure Skating,TX,2017/2018
0,0,Boys,0,0,Flag Football,TX,2017/2018
164664,1217,Boys,210,0,Football,TX,2017/2018
3947,195,Boys,0,0,Football -- 6-player,TX,2017/2018
0,0,Boys,0,0,Football -- 8-player,TX,2017/2018
0,0,Boys,0,0,Football -- 9-player,TX,2017/2018
14129,1316,Boys,10060,1284,Golf,TX,2017/2018
0,0,Boys,0,0,Gymnastics,TX,2017/2018
0,0,Boys,0,0,Heptathlon,TX,2017/2018
0,0,Boys,0,0,Ice Hockey,TX,2017/2018
0,0,Boys,0,0,Judo,TX,2017/2018
0,0,Boys,0,0,Kayaking,TX,2017/2018
0,0,Boys,0,0,Lacrosse,TX,2017/2018
0,0,Boys,0,0,Martial Arts,TX,2017/2018
0,0,Boys,0,0,Mixed 6-Coed Volleyball,TX,2017/2018
0,0,Boys,0,0,Mt. Biking,TX,2017/2018
0,0,Boys,0,0,Native Youth Olympics,TX,2017/2018
0,0,Boys,0,0,Pentathlon,TX,2017/2018
0,0,Boys,0,0,RUGBY,TX,2017/2018
0,0,Boys,0,0,Riflery,TX,2017/2018
0,0,Boys,0,0,Rock Climbing,TX,2017/2018
0,0,Boys,0,0,Rodeo,TX,2017/2018
0,0,Boys,0,0,Roller Hockey,TX,2017/2018
0,0,Boys,0,0,Rythmic Gymnastics,TX,2017/2018
0,0,Boys,0,0,Sand Volleyball,TX,2017/2018
0,0,Boys,0,0,Skiing -- Alpine,TX,2017/2018
0,0,Boys,0,0,Skiing -- Cross Country,TX,2017/2018
0,0,Boys,0,0,Snowboarding,TX,2017/2018
42077,749,Boys,32589,730,Soccer,TX,2017/2018
0,0,Boys,0,0,Soft Tennis,TX,2017/2018
0,0,Boys,35604,1217,Softball,TX,2017/2018
0,0,Boys,0,0,Softball -- Slow Pitch,TX,2017/2018
0,0,Boys,0,0,Squash,TX,2017/2018
0,0,Boys,0,0,Surfing,TX,2017/2018
10179,569,Boys,10346,594,Swimming & Diving,TX,2017/2018
0,0,Boys,0,0,Synchronized Swimming,TX,2017/2018
12956,610,Boys,12671,610,Team Tennis,TX,2017/2018
21197,1283,Boys,20599,1279,Tennis,TX,2017/2018
0,0,Boys,0,0,Track and Field -- Indoor,TX,2017/2018
73459,1515,Boys,53119,1518,Track and Field,TX,2017/2018
0,0,Boys,0,0,Trap Shooting,TX,2017/2018
0,0,Boys,0,0,Ultimate Frisbee,TX,2017/2018
0,0,Boys,0,0,Unified Flag Football,TX,2017/2018
0,0,Boys,0,0,Unified Track and Field -- Outdoor,TX,2017/2018
0,0,Boys,47415,1326,Volleyball,TX,2017/2018
0,0,Boys,0,0,Water Polo,TX,2017/2018
0,0,Boys,0,0,Weight Lifting,TX,2017/2018
10735,344,Boys,3869,316,Wrestling,TX,2017/2018
0,0,Boys,0,0,sailing,TX,2017/2018
0,0,Boys,0,0,Adapted Basketball,UT,2017/2018
0,0,Boys,0,0,Adapted Bocce - Indoor,UT,2017/2018
0,0,Boys,0,0,Adapted Bowling,UT,2017/2018
0,0,Boys,0,0,Adapted Floor Hockey,UT,2017/2018
109,12,Boys,91,12,Adapted Soccer,UT,2017/2018
0,0,Boys,0,0,Adapted Softball,UT,2017/2018
76,8,Boys,48,8,Adapted Track,UT,2017/2018
0,0,Boys,0,0,Adapted Volleyball,UT,2017/2018
0,0,Boys,0,0,Adaptive Corn Toss,UT,2017/2018
0,0,Boys,0,0,Adaptive Golf,UT,2017/2018
0,0,Boys,0,0,Adaptive Handball,UT,2017/2018
0,0,Boys,0,0,Adaptive Strength Training,UT,2017/2018
0,0,Boys,0,0,Adaptive Tennis,UT,2017/2018
0,0,Boys,0,0,Air Riflery,UT,2017/2018
0,0,Boys,0,0,Archery,UT,2017/2018
0,0,Boys,0,0,Badminton,UT,2017/2018
3687,129,Boys,0,0,Baseball,UT,2017/2018
3883,139,Boys,3268,140,Basketball,UT,2017/2018
0,0,Boys,0,0,Bass Fishing,UT,2017/2018
0,0,Boys,0,0,Beach Volleyball,UT,2017/2018
0,0,Boys,0,0,Bocce - Outdoor,UT,2017/2018
0,0,Boys,0,0,Bowling,UT,2017/2018
0,0,Boys,0,0,Canoe Paddling,UT,2017/2018
0,0,Boys,0,0,Competitive Spirit Squad,UT,2017/2018
0,0,Boys,0,0,Crew,UT,2017/2018
3215,134,Boys,2409,133,Cross Country,UT,2017/2018
0,0,Boys,0,0,Cycling,UT,2017/2018
0,0,Boys,0,0,DANCE,UT,2017/2018
0,0,Boys,0,0,"Dance Team, High Kick",UT,2017/2018
0,0,Boys,0,0,"Dance Team, Jazz",UT,2017/2018
0,0,Boys,0,0,Dance/Drill,UT,2017/2018
0,0,Boys,0,0,Decathlon,UT,2017/2018
0,0,Boys,2258,95,Drill Team,UT,2017/2018
0,0,Boys,0,0,Equestrian,UT,2017/2018
0,0,Boys,0,0,Fencing,UT,2017/2018
0,0,Boys,0,0,Field Hockey,UT,2017/2018
0,0,Boys,0,0,Figure Skating,UT,2017/2018
0,0,Boys,0,0,Flag Football,UT,2017/2018
8944,107,Boys,16,0,Football,UT,2017/2018
0,0,Boys,0,0,Football -- 6-player,UT,2017/2018
0,0,Boys,0,0,Football -- 8-player,UT,2017/2018
0,0,Boys,0,0,Football -- 9-player,UT,2017/2018
1575,124,Boys,1261,115,Golf,UT,2017/2018
0,0,Boys,0,0,Gymnastics,UT,2017/2018
0,0,Boys,0,0,Heptathlon,UT,2017/2018
0,0,Boys,0,0,Ice Hockey,UT,2017/2018
0,0,Boys,0,0,Judo,UT,2017/2018
0,0,Boys,0,0,Kayaking,UT,2017/2018
0,0,Boys,0,0,Lacrosse,UT,2017/2018
0,0,Boys,0,0,Martial Arts,UT,2017/2018
0,0,Boys,0,0,Mixed 6-Coed Volleyball,UT,2017/2018
0,0,Boys,0,0,Mt. Biking,UT,2017/2018
0,0,Boys,0,0,Native Youth Olympics,UT,2017/2018
0,0,Boys,0,0,Pentathlon,UT,2017/2018
0,0,Boys,0,0,RUGBY,UT,2017/2018
0,0,Boys,0,0,Riflery,UT,2017/2018
0,0,Boys,0,0,Rock Climbing,UT,2017/2018
0,0,Boys,0,0,Rodeo,UT,2017/2018
0,0,Boys,0,0,Roller Hockey,UT,2017/2018
0,0,Boys,0,0,Rythmic Gymnastics,UT,2017/2018
0,0,Boys,0,0,Sand Volleyball,UT,2017/2018
0,0,Boys,0,0,Skiing -- Alpine,UT,2017/2018
0,0,Boys,0,0,Skiing -- Cross Country,UT,2017/2018
0,0,Boys,0,0,Snowboarding,UT,2017/2018
3931,109,Boys,3550,105,Soccer,UT,2017/2018
0,0,Boys,0,0,Soft Tennis,UT,2017/2018
0,0,Boys,2406,109,Softball,UT,2017/2018
0,0,Boys,0,0,Softball -- Slow Pitch,UT,2017/2018
0,0,Boys,0,0,Squash,UT,2017/2018
0,0,Boys,0,0,Surfing,UT,2017/2018
2058,96,Boys,2171,96,Swimming & Diving,UT,2017/2018
0,0,Boys,0,0,Synchronized Swimming,UT,2017/2018
0,0,Boys,0,0,Team Tennis,UT,2017/2018
1959,95,Boys,2096,97,Tennis,UT,2017/2018
0,0,Boys,0,0,Track and Field -- Indoor,UT,2017/2018
5933,136,Boys,5247,138,Track and Field,UT,2017/2018
0,0,Boys,0,0,Trap Shooting,UT,2017/2018
0,0,Boys,0,0,Ultimate Frisbee,UT,2017/2018
0,0,Boys,0,0,Unified Flag Football,UT,2017/2018
76,8,Boys,48,8,Unified Track and Field -- Outdoor,UT,2017/2018
0,0,Boys,3605,138,Volleyball,UT,2017/2018
0,0,Boys,0,0,Water Polo,UT,2017/2018
0,0,Boys,0,0,Weight Lifting,UT,2017/2018
3460,116,Boys,101,0,Wrestling,UT,2017/2018
0,0,Boys,0,0,sailing,UT,2017/2018
0,0,Boys,0,0,Adapted Basketball,VA,2017/2018
0,0,Boys,0,0,Adapted Bocce - Indoor,VA,2017/2018
0,0,Boys,0,0,Adapted Bowling,VA,2017/2018
0,0,Boys,0,0,Adapted Floor Hockey,VA,2017/2018
0,0,Boys,0,0,Adapted Soccer,VA,2017/2018
0,0,Boys,0,0,Adapted Softball,VA,2017/2018
0,0,Boys,0,0,Adapted Track,VA,2017/2018
0,0,Boys,0,0,Adapted Volleyball,VA,2017/2018
0,0,Boys,0,0,Adaptive Corn Toss,VA,2017/2018
0,0,Boys,0,0,Adaptive Golf,VA,2017/2018
0,0,Boys,0,0,Adaptive Handball,VA,2017/2018
0,0,Boys,0,0,Adaptive Strength Training,VA,2017/2018
0,0,Boys,0,0,Adaptive Tennis,VA,2017/2018
0,0,Boys,0,0,Air Riflery,VA,2017/2018
0,0,Boys,0,0,Archery,VA,2017/2018
0,0,Boys,0,0,Badminton,VA,2017/2018
9097,309,Boys,1,1,Baseball,VA,2017/2018
9387,315,Boys,7496,314,Basketball,VA,2017/2018
0,0,Boys,0,0,Bass Fishing,VA,2017/2018
0,0,Boys,0,0,Beach Volleyball,VA,2017/2018
0,0,Boys,0,0,Bocce - Outdoor,VA,2017/2018
0,0,Boys,0,0,Bowling,VA,2017/2018
0,0,Boys,0,0,Canoe Paddling,VA,2017/2018
72,48,Boys,4297,202,Competitive Spirit Squad,VA,2017/2018
981,29,Boys,986,30,Crew,VA,2017/2018
6239,305,Boys,4788,299,Cross Country,VA,2017/2018
0,0,Boys,0,0,Cycling,VA,2017/2018
0,0,Boys,0,0,DANCE,VA,2017/2018
0,0,Boys,0,0,"Dance Team, High Kick",VA,2017/2018
0,0,Boys,0,0,"Dance Team, Jazz",VA,2017/2018
0,0,Boys,0,0,Dance/Drill,VA,2017/2018
0,0,Boys,0,0,Decathlon,VA,2017/2018
0,0,Boys,0,0,Drill Team,VA,2017/2018
0,0,Boys,0,0,Equestrian,VA,2017/2018
0,0,Boys,0,0,Fencing,VA,2017/2018
0,0,Boys,4925,156,Field Hockey,VA,2017/2018
0,0,Boys,0,0,Figure Skating,VA,2017/2018
0,0,Boys,0,0,Flag Football,VA,2017/2018
23108,307,Boys,48,30,Football,VA,2017/2018
0,0,Boys,0,0,Football -- 6-player,VA,2017/2018
0,0,Boys,0,0,Football -- 8-player,VA,2017/2018
0,0,Boys,0,0,Football -- 9-player,VA,2017/2018
2505,289,Boys,490,189,Golf,VA,2017/2018
0,0,Boys,892,82,Gymnastics,VA,2017/2018
0,0,Boys,0,0,Heptathlon,VA,2017/2018
0,0,Boys,0,0,Ice Hockey,VA,2017/2018
0,0,Boys,0,0,Judo,VA,2017/2018
0,0,Boys,0,0,Kayaking,VA,2017/2018
4607,105,Boys,3748,105,Lacrosse,VA,2017/2018
0,0,Boys,0,0,Martial Arts,VA,2017/2018
0,0,Boys,0,0,Mixed 6-Coed Volleyball,VA,2017/2018
0,0,Boys,0,0,Mt. Biking,VA,2017/2018
0,0,Boys,0,0,Native Youth Olympics,VA,2017/2018
0,0,Boys,0,0,Pentathlon,VA,2017/2018
0,0,Boys,0,0,RUGBY,VA,2017/2018
0,0,Boys,0,0,Riflery,VA,2017/2018
0,0,Boys,0,0,Rock Climbing,VA,2017/2018
0,0,Boys,0,0,Rodeo,VA,2017/2018
0,0,Boys,0,0,Roller Hockey,VA,2017/2018
0,0,Boys,0,0,Rythmic Gymnastics,VA,2017/2018
0,0,Boys,0,0,Sand Volleyball,VA,2017/2018
0,0,Boys,0,0,Skiing -- Alpine,VA,2017/2018
0,0,Boys,0,0,Skiing -- Cross Country,VA,2017/2018
0,0,Boys,0,0,Snowboarding,VA,2017/2018
10400,292,Boys,8913,288,Soccer,VA,2017/2018
0,0,Boys,0,0,Soft Tennis,VA,2017/2018
0,0,Boys,7285,299,Softball,VA,2017/2018
0,0,Boys,0,0,Softball -- Slow Pitch,VA,2017/2018
0,0,Boys,0,0,Squash,VA,2017/2018
0,0,Boys,0,0,Surfing,VA,2017/2018
3913,217,Boys,4667,222,Swimming & Diving,VA,2017/2018
0,0,Boys,0,0,Synchronized Swimming,VA,2017/2018
0,0,Boys,0,0,Team Tennis,VA,2017/2018
2874,237,Boys,3573,261,Tennis,VA,2017/2018
7890,239,Boys,6444,236,Track and Field -- Indoor,VA,2017/2018
11217,302,Boys,9000,307,Track and Field,VA,2017/2018
0,0,Boys,0,0,Trap Shooting,VA,2017/2018
0,0,Boys,0,0,Ultimate Frisbee,VA,2017/2018
0,0,Boys,0,0,Unified Flag Football,VA,2017/2018
0,0,Boys,0,0,Unified Track and Field -- Outdoor,VA,2017/2018
1231,67,Boys,8115,308,Volleyball,VA,2017/2018
0,0,Boys,0,0,Water Polo,VA,2017/2018
0,0,Boys,0,0,Weight Lifting,VA,2017/2018
6095,269,Boys,246,100,Wrestling,VA,2017/2018
0,0,Boys,0,0,sailing,VA,2017/2018
85,9,Boys,66,9,Adapted Basketball,VT,2017/2018
0,0,Boys,0,0,Adapted Bocce - Indoor,VT,2017/2018
40,5,Boys,19,5,Adapted Bowling,VT,2017/2018
0,0,Boys,0,0,Adapted Floor Hockey,VT,2017/2018
23,2,Boys,13,2,Adapted Soccer,VT,2017/2018
0,0,Boys,0,0,Adapted Softball,VT,2017/2018
0,0,Boys,0,0,Adapted Track,VT,2017/2018
0,0,Boys,0,0,Adapted Volleyball,VT,2017/2018
0,0,Boys,0,0,Adaptive Corn Toss,VT,2017/2018
0,0,Boys,0,0,Adaptive Golf,VT,2017/2018
0,0,Boys,0,0,Adaptive Handball,VT,2017/2018
0,0,Boys,0,0,Adaptive Strength Training,VT,2017/2018
0,0,Boys,0,0,Adaptive Tennis,VT,2017/2018
0,0,Boys,0,0,Air Riflery,VT,2017/2018
0,0,Boys,0,0,Archery,VT,2017/2018
0,0,Boys,0,0,Badminton,VT,2017/2018
597,28,Boys,2,1,Baseball,VT,2017/2018
823,33,Boys,500,28,Basketball,VT,2017/2018
0,0,Boys,0,0,Bass Fishing,VT,2017/2018
0,0,Boys,0,0,Beach Volleyball,VT,2017/2018
0,0,Boys,0,0,Bocce - Outdoor,VT,2017/2018
33,6,Boys,11,4,Bowling,VT,2017/2018
0,0,Boys,0,0,Canoe Paddling,VT,2017/2018
13,2,Boys,34,2,Competitive Spirit Squad,VT,2017/2018
1,1,Boys,1,1,Crew,VT,2017/2018
292,27,Boys,208,25,Cross Country,VT,2017/2018
0,0,Boys,0,0,Cycling,VT,2017/2018
17,5,Boys,154,7,DANCE,VT,2017/2018
0,0,Boys,0,0,"Dance Team, High Kick",VT,2017/2018
1,1,Boys,22,3,"Dance Team, Jazz",VT,2017/2018
0,0,Boys,0,0,Dance/Drill,VT,2017/2018
25,5,Boys,12,2,Decathlon,VT,2017/2018
0,0,Boys,0,0,Drill Team,VT,2017/2018
0,0,Boys,0,0,Equestrian,VT,2017/2018
0,0,Boys,0,0,Fencing,VT,2017/2018
37,2,Boys,413,15,Field Hockey,VT,2017/2018
0,0,Boys,0,0,Figure Skating,VT,2017/2018
23,1,Boys,0,0,Flag Football,VT,2017/2018
676,19,Boys,59,5,Football,VT,2017/2018
0,0,Boys,0,0,Football -- 6-player,VT,2017/2018
0,0,Boys,0,0,Football -- 8-player,VT,2017/2018
12,1,Boys,0,0,Football -- 9-player,VT,2017/2018
119,20,Boys,35,13,Golf,VT,2017/2018
2,1,Boys,17,2,Gymnastics,VT,2017/2018
0,0,Boys,6,1,Heptathlon,VT,2017/2018
214,16,Boys,169,14,Ice Hockey,VT,2017/2018
0,0,Boys,0,0,Judo,VT,2017/2018
0,0,Boys,0,0,Kayaking,VT,2017/2018
391,15,Boys,350,14,Lacrosse,VT,2017/2018
0,0,Boys,0,0,Martial Arts,VT,2017/2018
0,0,Boys,0,0,Mixed 6-Coed Volleyball,VT,2017/2018
13,3,Boys,4,2,Mt. Biking,VT,2017/2018
0,0,Boys,0,0,Native Youth Olympics,VT,2017/2018
0,0,Boys,0,0,Pentathlon,VT,2017/2018
2,1,Boys,0,0,RUGBY,VT,2017/2018
3,1,Boys,1,1,Riflery,VT,2017/2018
0,0,Boys,0,0,Rock Climbing,VT,2017/2018
0,0,Boys,0,0,Rodeo,VT,2017/2018
0,0,Boys,0,0,Roller Hockey,VT,2017/2018
0,0,Boys,0,0,Rythmic Gymnastics,VT,2017/2018
0,0,Boys,0,0,Sand Volleyball,VT,2017/2018
55,9,Boys,61,10,Skiing -- Alpine,VT,2017/2018
135,10,Boys,116,9,Skiing -- Cross Country,VT,2017/2018
36,6,Boys,13,5,Snowboarding,VT,2017/2018
865,31,Boys,780,30,Soccer,VT,2017/2018
0,0,Boys,0,0,Soft Tennis,VT,2017/2018
1,1,Boys,494,28,Softball,VT,2017/2018
15,1,Boys,11,1,Softball -- Slow Pitch,VT,2017/2018
0,0,Boys,0,0,Squash,VT,2017/2018
0,0,Boys,0,0,Surfing,VT,2017/2018
15,1,Boys,11,1,Swimming & Diving,VT,2017/2018
0,0,Boys,0,0,Synchronized Swimming,VT,2017/2018
6,2,Boys,23,3,Team Tennis,VT,2017/2018
124,10,Boys,141,10,Tennis,VT,2017/2018
143,13,Boys,85,13,Track and Field -- Indoor,VT,2017/2018
456,24,Boys,326,22,Track and Field,VT,2017/2018
0,0,Boys,0,0,Trap Shooting,VT,2017/2018
0,0,Boys,0,0,Ultimate Frisbee,VT,2017/2018
0,0,Boys,0,0,Unified Flag Football,VT,2017/2018
0,0,Boys,0,0,Unified Track and Field -- Outdoor,VT,2017/2018
15,2,Boys,86,4,Volleyball,VT,2017/2018
0,0,Boys,0,0,Water Polo,VT,2017/2018
0,0,Boys,0,0,Weight Lifting,VT,2017/2018
104,11,Boys,3,2,Wrestling,VT,2017/2018
0,0,Boys,0,0,sailing,VT,2017/2018
0,0,Boys,0,0,Adapted Basketball,WA,2017/2018
0,0,Boys,0,0,Adapted Bocce - Indoor,WA,2017/2018
0,0,Boys,0,0,Adapted Bowling,WA,2017/2018
0,0,Boys,0,0,Adapted Floor Hockey,WA,2017/2018
0,0,Boys,0,0,Adapted Soccer,WA,2017/2018
0,0,Boys,0,0,Adapted Softball,WA,2017/2018
0,0,Boys,0,0,Adapted Track,WA,2017/2018
0,0,Boys,0,0,Adapted Volleyball,WA,2017/2018
0,0,Boys,0,0,Adaptive Corn Toss,WA,2017/2018
0,0,Boys,0,0,Adaptive Golf,WA,2017/2018
0,0,Boys,0,0,Adaptive Handball,WA,2017/2018
0,0,Boys,0,0,Adaptive Strength Training,WA,2017/2018
0,0,Boys,0,0,Adaptive Tennis,WA,2017/2018
0,0,Boys,0,0,Air Riflery,WA,2017/2018
0,0,Boys,0,0,Archery,WA,2017/2018
0,0,Boys,0,0,Badminton,WA,2017/2018
10164,346,Boys,0,0,Baseball,WA,2017/2018
12023,370,Boys,9675,368,Basketball,WA,2017/2018
0,0,Boys,0,0,Bass Fishing,WA,2017/2018
0,0,Boys,0,0,Beach Volleyball,WA,2017/2018
0,0,Boys,0,0,Bocce - Outdoor,WA,2017/2018
0,0,Boys,1311,78,Bowling,WA,2017/2018
0,0,Boys,0,0,Canoe Paddling,WA,2017/2018
0,0,Boys,0,0,Competitive Spirit Squad,WA,2017/2018
0,0,Boys,0,0,Crew,WA,2017/2018
7159,309,Boys,4838,296,Cross Country,WA,2017/2018
0,0,Boys,0,0,Cycling,WA,2017/2018
0,0,Boys,0,0,DANCE,WA,2017/2018
0,0,Boys,0,0,"Dance Team, High Kick",WA,2017/2018
0,0,Boys,0,0,"Dance Team, Jazz",WA,2017/2018
0,0,Boys,0,0,Dance/Drill,WA,2017/2018
0,0,Boys,0,0,Decathlon,WA,2017/2018
0,0,Boys,0,0,Drill Team,WA,2017/2018
0,0,Boys,0,0,Equestrian,WA,2017/2018
0,0,Boys,0,0,Fencing,WA,2017/2018
0,0,Boys,0,0,Field Hockey,WA,2017/2018
0,0,Boys,0,0,Figure Skating,WA,2017/2018
0,0,Boys,0,0,Flag Football,WA,2017/2018
23282,353,Boys,0,0,Football,WA,2017/2018
0,0,Boys,0,0,Football -- 6-player,WA,2017/2018
604,35,Boys,0,0,Football -- 8-player,WA,2017/2018
0,0,Boys,0,0,Football -- 9-player,WA,2017/2018
3660,285,Boys,2425,267,Golf,WA,2017/2018
0,0,Boys,2298,86,Gymnastics,WA,2017/2018
0,0,Boys,0,0,Heptathlon,WA,2017/2018
0,0,Boys,0,0,Ice Hockey,WA,2017/2018
0,0,Boys,0,0,Judo,WA,2017/2018
0,0,Boys,0,0,Kayaking,WA,2017/2018
0,0,Boys,0,0,Lacrosse,WA,2017/2018
0,0,Boys,0,0,Martial Arts,WA,2017/2018
0,0,Boys,0,0,Mixed 6-Coed Volleyball,WA,2017/2018
0,0,Boys,0,0,Mt. Biking,WA,2017/2018
0,0,Boys,0,0,Native Youth Olympics,WA,2017/2018
0,0,Boys,0,0,Pentathlon,WA,2017/2018
0,0,Boys,0,0,RUGBY,WA,2017/2018
0,0,Boys,0,0,Riflery,WA,2017/2018
0,0,Boys,0,0,Rock Climbing,WA,2017/2018
0,0,Boys,0,0,Rodeo,WA,2017/2018
0,0,Boys,0,0,Roller Hockey,WA,2017/2018
0,0,Boys,0,0,Rythmic Gymnastics,WA,2017/2018
0,0,Boys,0,0,Sand Volleyball,WA,2017/2018
0,0,Boys,0,0,Skiing -- Alpine,WA,2017/2018
0,0,Boys,0,0,Skiing -- Cross Country,WA,2017/2018
0,0,Boys,0,0,Snowboarding,WA,2017/2018
11025,285,Boys,10235,290,Soccer,WA,2017/2018
0,0,Boys,0,0,Soft Tennis,WA,2017/2018
0,0,Boys,8033,327,Softball,WA,2017/2018
0,0,Boys,0,0,Softball -- Slow Pitch,WA,2017/2018
0,0,Boys,0,0,Squash,WA,2017/2018
0,0,Boys,0,0,Surfing,WA,2017/2018
3989,149,Boys,4870,163,Swimming & Diving,WA,2017/2018
0,0,Boys,0,0,Synchronized Swimming,WA,2017/2018
0,0,Boys,0,0,Team Tennis,WA,2017/2018
5829,240,Boys,7873,257,Tennis,WA,2017/2018
0,0,Boys,0,0,Track and Field -- Indoor,WA,2017/2018
14204,379,Boys,10837,378,Track and Field,WA,2017/2018
0,0,Boys,0,0,Trap Shooting,WA,2017/2018
0,0,Boys,0,0,Ultimate Frisbee,WA,2017/2018
0,0,Boys,0,0,Unified Flag Football,WA,2017/2018
0,0,Boys,0,0,Unified Track and Field -- Outdoor,WA,2017/2018
0,0,Boys,11186,379,Volleyball,WA,2017/2018
0,0,Boys,0,0,Water Polo,WA,2017/2018
0,0,Boys,0,0,Weight Lifting,WA,2017/2018
9041,299,Boys,1222,188,Wrestling,WA,2017/2018
0,0,Boys,0,0,sailing,WA,2017/2018
0,0,Boys,0,0,Adapted Basketball,WI,2017/2018
0,0,Boys,0,0,Adapted Bocce - Indoor,WI,2017/2018
0,0,Boys,0,0,Adapted Bowling,WI,2017/2018
0,0,Boys,0,0,Adapted Floor Hockey,WI,2017/2018
0,0,Boys,0,0,Adapted Soccer,WI,2017/2018
0,0,Boys,0,0,Adapted Softball,WI,2017/2018
0,0,Boys,0,0,Adapted Track,WI,2017/2018
0,0,Boys,0,0,Adapted Volleyball,WI,2017/2018
0,0,Boys,0,0,Adaptive Corn Toss,WI,2017/2018
0,0,Boys,0,0,Adaptive Golf,WI,2017/2018
0,0,Boys,0,0,Adaptive Handball,WI,2017/2018
0,0,Boys,0,0,Adaptive Strength Training,WI,2017/2018
0,0,Boys,0,0,Adaptive Tennis,WI,2017/2018
0,0,Boys,0,0,Air Riflery,WI,2017/2018
0,0,Boys,0,0,Archery,WI,2017/2018
0,0,Boys,0,0,Badminton,WI,2017/2018
12428,439,Boys,0,0,Baseball,WI,2017/2018
14343,486,Boys,10309,471,Basketball,WI,2017/2018
0,0,Boys,0,0,Bass Fishing,WI,2017/2018
0,0,Boys,0,0,Beach Volleyball,WI,2017/2018
0,0,Boys,0,0,Bocce - Outdoor,WI,2017/2018
0,0,Boys,0,0,Bowling,WI,2017/2018
0,0,Boys,0,0,Canoe Paddling,WI,2017/2018
0,0,Boys,0,0,Competitive Spirit Squad,WI,2017/2018
0,0,Boys,0,0,Crew,WI,2017/2018
7124,390,Boys,6211,388,Cross Country,WI,2017/2018
0,0,Boys,0,0,Cycling,WI,2017/2018
0,0,Boys,0,0,DANCE,WI,2017/2018
0,0,Boys,0,0,"Dance Team, High Kick",WI,2017/2018
0,0,Boys,0,0,"Dance Team, Jazz",WI,2017/2018
0,0,Boys,0,0,Dance/Drill,WI,2017/2018
0,0,Boys,0,0,Decathlon,WI,2017/2018
0,0,Boys,0,0,Drill Team,WI,2017/2018
0,0,Boys,0,0,Equestrian,WI,2017/2018
0,0,Boys,0,0,Fencing,WI,2017/2018
0,0,Boys,0,0,Field Hockey,WI,2017/2018
0,0,Boys,0,0,Figure Skating,WI,2017/2018
0,0,Boys,0,0,Flag Football,WI,2017/2018
24226,390,Boys,0,0,Football,WI,2017/2018
0,0,Boys,0,0,Football -- 6-player,WI,2017/2018
628,25,Boys,0,0,Football -- 8-player,WI,2017/2018
0,0,Boys,0,0,Football -- 9-player,WI,2017/2018
5485,362,Boys,1892,152,Golf,WI,2017/2018
0,0,Boys,1165,79,Gymnastics,WI,2017/2018
0,0,Boys,0,0,Heptathlon,WI,2017/2018
2528,86,Boys,764,29,Ice Hockey,WI,2017/2018
0,0,Boys,0,0,Judo,WI,2017/2018
0,0,Boys,0,0,Kayaking,WI,2017/2018
0,0,Boys,0,0,Lacrosse,WI,2017/2018
